學年度,代碼,學校名稱,公/私立,縣市名稱,鄉鎮市區名稱,地址,電話
113,011XM0,新北市私立星星幼兒園,私立,新北市,瑞芳區,[224]新北市瑞芳區新峰里6鄰三爪子坑路國中新村18號1、2樓,(02)24976716
113,011Z44,新北市私立樺興幼兒園,私立,新北市,瑞芳區,[224]新北市瑞芳區龍潭里8鄰瑞芳街21之1號1樓,(02)24969246
113,014X23,新北市瑞芳區九份國民小學附設幼兒園,公立,新北市,瑞芳區,[224]新北市瑞芳區永慶里10鄰崙頂路145號,(02)24972263#28
113,014X24,新北市瑞芳區瓜山國民小學附設幼兒園,公立,新北市,瑞芳區,[224]新北市瑞芳區石山里4鄰五號路306號,(02)24962036#207
113,014Y54,新北市瑞芳區吉慶國民小學附設幼兒園,公立,新北市,瑞芳區,[224]新北市瑞芳區吉安里6鄰大埔路95號,(02)24576405#652
113,014X11,新北市瑞芳區瑞芳國民小學附設幼兒園,公立,新北市,瑞芳區,[224]新北市瑞芳區龍潭里10鄰中山路2號,(02)24972058#156
113,014X11-01,新北市瑞芳區瑞芳國民小學附設幼兒園爪峰分班,公立,新北市,瑞芳區,[224]新北市瑞芳區爪?里5鄰三爪子坑路66之6號,(02)24972058#156
113,014X11-02,新北市瑞芳區瑞芳國民小學附設幼兒園東和分班,公立,新北市,瑞芳區,[224]新北市瑞芳區東和里1鄰中山路48之10號,(02)24979941#26
113,014Y05,新北市瑞芳區瑞亭國民小學附設幼兒園,公立,新北市,瑞芳區,[224]新北市瑞芳區上天里3鄰四腳亭埔路23號,(02)24971726#205
113,013K0B,新北市瑞芳區瑞柑國民小學附設幼兒園,公立,新北市,瑞芳區,[224]新北市瑞芳區柑坪里12鄰明燈路1段18巷13號,(02)24971009#31
113,014Y53,新北市瑞芳區瑞濱國民小學附設幼兒園,公立,新北市,瑞芳區,[224]新北市瑞芳區瑞濱里4鄰瑞濱路34號,(02)24978184#141
113,014Y81,新北市瑞芳區義方國民小學附設幼兒園,公立,新北市,瑞芳區,[224]新北市瑞芳區龍山里10鄰逢甲路360號,(02)24970922
113,013K06,新北市瑞芳區鼻頭國民小學附設幼兒園,公立,新北市,瑞芳區,[224]新北市瑞芳區鼻頭里5鄰鼻頭路99號,(02)24911571#18
113,013K07,新北市瑞芳區濂洞國民小學附設幼兒園,公立,新北市,瑞芳區,[224]新北市瑞芳區?洞里11鄰洞頂路101巷80號,(02)24961330#21
113,014XA5,新北市立萬里幼兒園,公立,新北市,萬里區,[207]新北市萬里區萬里里5鄰瑪鋉路221號2樓,(02)24921670
113,011YBS,新北市私立大鵬幼兒園,私立,新北市,萬里區,[207]新北市萬里區大鵬里11鄰萬里加投70之3號1~2樓,(02)24980811
113,011XQ4,新北市私立天心幼兒園,私立,新北市,萬里區,[207]新北市萬里區萬里里6鄰瑪鋉下街17號1~2樓,(02)24922742
113,013K05,新北市萬里區大坪國民小學附設幼兒園,公立,新北市,萬里區,[207]新北市萬里區雙興里13鄰大坪路1號,(02)24929461#71
113,014Y08,新北市萬里區大鵬國民小學附設幼兒園,公立,新北市,萬里區,[207]新北市萬里區大鵬里5鄰萬里加投14號,(02)24988131#37
113,014X12,新北市萬里區野柳國民小學附設幼兒園,公立,新北市,萬里區,[207]新北市萬里區野柳里5鄰港東路167號,(02)24922512#18
113,014X82,新北市萬里區萬里國民小學附設幼兒園,公立,新北市,萬里區,[207]新北市萬里區萬里里6鄰瑪鋉路18號,(02)24922034#60
113,011K0Y,財團法人天主教會台北教區附設新北市私立聖言幼兒園,私立,新北市,樹林區,[238]新北市樹林區樹西里7鄰中山路一段154號1~3樓,(02)26831610#108
113,011Y24,財團法人新北市私立張方大慈善事業基金會附設新北市私立士箱幼兒園,私立,新北市,樹林區,[238]新北市樹林區樹人里11鄰啟智街106號1~2樓,(02)26812812#11
113,011Z46,財團法人新北市樹林基督長老教會附設新北市私立牧人幼兒園,私立,新北市,樹林區,[238]新北市樹林區樹福里14鄰中山路一段2號1~3樓,(02)26830838
113,011K1O,新北市三多非營利幼兒園(委託廣亞學校財團法人設立之廣亞學校財團法人育達科技大學辦理),私立,新北市,樹林區,[238]新北市樹林區羌寮里15鄰三多路101號1樓,(02)86883352
113,013K09,新北市立柑園國民中學附設幼兒園,公立,新北市,樹林區,[238]新北市樹林區柑園里6鄰柑園街2段125號,(02)26801958#101
113,014X9M,新北市立樹林幼兒園,公立,新北市,樹林區,[238]新北市樹林區樹南里3鄰文化街15號,(02)26838354
113,014X9M-01,新北市立樹林幼兒園山佳分班,公立,新北市,樹林區,[238]新北市樹林區中山里1鄰中山路三段40號,(02)26805142
113,014X9M-03,新北市立樹林幼兒園圳安分班,公立,新北市,樹林區,[238]新北市樹林區圳安里1鄰俊英街98之1號,(02)26837375
113,014X9M-02,新北市立樹林幼兒園彭厝分班,公立,新北市,樹林區,[238]新北市樹林區大同里4鄰太平路56巷43號,(02)86843370
113,011XXK,新北市私立文林幼兒園,私立,新北市,樹林區,[238]新北市樹林區保安里18鄰千歲街46巷12、14號1樓,(02)26811737
113,011K0L,新北市私立北大迦美幼兒園,私立,新北市,樹林區,[238]新北市樹林區柑園里13鄰大成路365號,(02)26800301
113,011XXN,新北市私立立群幼兒園,私立,新北市,樹林區,[238]新北市樹林區圳福里13鄰千歲街106號及108號1、2樓,(02)26862021
113,011XXL,新北市私立企鵝家族幼兒園,私立,新北市,樹林區,[238]新北市樹林區育英里17鄰文化街22、24號1~3樓,(02)26853115
113,011Y17,新北市私立名人幼兒園,私立,新北市,樹林區,[238]新北市樹林區彭福里22鄰國凱街136巷48號1樓,(02)86869696
113,011XJ1,新北市私立名欣幼兒園,私立,新北市,樹林區,[238]新北市樹林區圳民里1鄰俊英街238之6號1樓,(02)26841206
113,011YFQ,新北市私立艾維恩幼兒園,私立,新北市,樹林區,[238]新北市樹林區柑園里8鄰大成路373號1~3樓,(02)26683135
113,011XJ2,新北市私立快樂地幼兒園,私立,新北市,樹林區,[238]新北市樹林區彭福里4鄰八德街118號1~3樓及120號1樓,(02)86858888
113,011XIX,新北市私立育全保安幼兒園,私立,新北市,樹林區,[238]新北市樹林區潭底里3鄰保安街一段345號1~3樓,(02)26878181
113,011Z58,新北市私立育安幼兒園,私立,新北市,樹林區,[238]新北市樹林區和平里20鄰中華路12巷11號,(02)86843058
113,011XIZ,新北市私立育安園幼兒園,私立,新北市,樹林區,[238]新北市樹林區和平里20鄰中華路12巷13號1樓,(02)86842598
113,011YG6,新北市私立奇異鳥米蘭幼兒園,私立,新北市,樹林區,[238]新北市樹林區樹福里10鄰長壽街15之5號2樓、15之6號1樓、15之7號1~2樓,(02)26824949
113,011XXU,新北市私立冠軍幼兒園,私立,新北市,樹林區,[238]新北市樹林區三福里27鄰忠愛街15號1樓,(02)26890676
113,011XXW,新北市私立建丞幼兒園,私立,新北市,樹林區,[238]新北市樹林區三福里31鄰三寶街6號1~2樓、8號1~2樓,(02)26888993
113,011XXX,新北市私立政達幼兒園,私立,新北市,樹林區,[238]新北市樹林區三福里32鄰三福街56巷5號1~2樓,(02)26889819
113,011XJ9,新北市私立柏克萊幼兒園,私立,新北市,樹林區,[238]新北市樹林區東陽里13鄰東陽街59號1樓,(02)86850078
113,011K3J,新北市私立珈和幼兒園,私立,新北市,樹林區,[238]新北市樹林區柑園里24鄰學勤路203號1~3樓,(02)26687318
113,011XXY,新北市私立迴龍幼兒園,私立,新北市,樹林區,[238]新北市樹林區三龍里15鄰三俊街35號1樓,(02)26891721
113,011YDJ,新北市私立博智幼兒園,私立,新北市,樹林區,[238]新北市樹林區東陽里4鄰鎮前街367巷5號、5-1號、5-2號,(02)86856059
113,011XJ5,新北市私立喬中幼兒園,私立,新北市,樹林區,[238]新北市樹林區樹西里32鄰復興路198號2樓,(02)26752955
113,011XIV,新北市私立富雅幼兒園,私立,新北市,樹林區,[238]新北市樹林區中山里18鄰地政街17號1~3樓,(02)26689689
113,011XJ7,新北市私立雅立福幼兒園,私立,新北市,樹林區,[238]新北市樹林區三福里30鄰三福街85巷2-1號、2-2號1樓,(02)26885123
113,011K3A,新北市私立福祿貝爾大有幼兒園,私立,新北市,樹林區,[238]新北市樹林區南園里15鄰大有路36號1~3樓,(02)26803456
113,011Y22,新北市私立劍聲樹林幼兒園,私立,新北市,樹林區,[238]新北市樹林區三福里28鄰三福街47巷16、18、20、22號1樓,(02)26881538
113,011XY4,新北市私立澄品幼兒園,私立,新北市,樹林區,[238]新北市樹林區和平里17鄰仁愛街12巷4、6號1~2樓,(02)86857862
113,011XJ8,新北市私立樹林育林幼兒園,私立,新北市,樹林區,[238]新北市樹林區育英里8鄰文化街28號1~2樓,(02)26751695
113,011XJE,新北市私立橡樹園幼兒園,私立,新北市,樹林區,[238]新北市樹林區彭興里33鄰國凱街72巷17號1樓、八德街152號1樓,(02)86841377
113,011Y23,新北市私立鑫立群幼兒園,私立,新北市,樹林區,[238]新北市樹林區保安里22鄰千歲街104巷18、22號,(02)26862021
113,011K3S,新北市桃子腳非營利幼兒園(委託財團法人三之三生命教育基金會辦理),私立,新北市,樹林區,[238]新北市樹林區南園里8鄰學勤路555之1號,(02)26688249
113,014X80,新北市樹林區三多國民小學附設幼兒園,公立,新北市,樹林區,[238]新北市樹林區三福里23鄰三福街52號,(02)26880698#160
113,014X56,新北市樹林區大同國民小學附設幼兒園,公立,新北市,樹林區,[238]新北市樹林區大同里2鄰大同街43號,(02)86865486#616
113,014Y95,新北市樹林區山佳國民小學附設幼兒園,公立,新北市,樹林區,[238]新北市樹林區山佳里15鄰中山路三段5號,(02)26806673#866
113,014X55,新北市樹林區文林國民小學附設幼兒園,公立,新北市,樹林區,[238]新北市樹林區潭底里32鄰千歲街59號,(02)26812625#880
113,013K0C,新北市樹林區育林國民小學附設幼兒園,公立,新北市,樹林區,[238]新北市樹林區樹南里14鄰復興路395號,(02)26832112#602
113,014X27,新北市樹林區育德國民小學附設幼兒園,公立,新北市,樹林區,[238]新北市樹林區中山里5鄰佳園路一段34號,(02)26805557#140
113,014X57,新北市樹林區武林國民小學附設幼兒園,公立,新北市,樹林區,[238]新北市樹林區金寮里8鄰保安街二段151號,(02)26871152
113,014X72,新北市樹林區彭福國民小學附設幼兒園,公立,新北市,樹林區,[238]新北市樹林區和平里11鄰忠孝街30號,(02)86866589#106
113,014Y13,新北市樹林區樹林國民小學附設幼兒園,公立,新北市,樹林區,[238]新北市樹林區樹西里13鄰育英街176號,(02)26812014#123
113,013K0H,新北市雙溪區上林國民小學附設幼兒園,公立,新北市,雙溪區,[227]新北市雙溪區上林里11鄰內平林60號1樓,(02)24931671#24
113,013K08,新北市雙溪區牡丹國民小學附設幼兒園,公立,新北市,雙溪區,[227]新北市雙溪區三貂里11鄰政光路3號,(02)24931240#214
113,014X18,新北市雙溪區雙溪國民小學附設幼兒園,公立,新北市,雙溪區,[227]新北市雙溪區共和里2鄰東榮街54號,(02)24931005#50
113,011XOJ,功學社教育用品股份有限公司附設新北市私立燕翔幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區中華里3鄰中山二路162之1號,(02)22820818
113,014X9E,新北市立蘆洲幼兒園,公立,新北市,蘆洲區,[247]新北市蘆洲區永樂里3鄰永平街1號2樓,(02)82852747#31
113,014Y97,新北市立蘆洲國民中學附設幼兒園,公立,新北市,蘆洲區,[247]新北市蘆洲區中原里5鄰中正路265號,(02)22811571#518
113,011YA6,新北市私立中冠幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區長安里1鄰中華街64號1~2樓,(02)22815726
113,011XO3,新北市私立中華兒童幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區永康里7鄰長安街267巷24弄1號1~2樓,(02)28472119
113,011XNV,新北市私立今人園幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區鷺江里3鄰民權路38巷18號1樓,(02)82861504
113,011YA0,新北市私立文心幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區樓厝里1鄰集賢路222巷3號1樓、5號1~2樓,(02)82823627
113,011XO9,新北市私立文德幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區水湳里14鄰民義街35巷14號1~2樓,(02)82822061
113,011K2W,新北市私立日日安幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區正義里3鄰光榮路120巷22弄12號1樓及夾層,(02)82858755
113,011K1F,新北市私立史丹力幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區正義里3鄰光榮路96、98號2樓,(02)28479900
113,011YA9,新北市私立幼育成幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區中路里16鄰和平路162之1號1樓,(02)22828118
113,011XNT,新北市私立民族幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區信義里20鄰民族路153巷9號1樓、145之2號1樓、145號2樓之3、145號2樓之4,(02)22833543
113,011YA2,新北市私立光華幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區玉清里6鄰重陽二街8號1~3樓,(02)28476833
113,011XO0,新北市私立全國幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區民和里1鄰民生街99號、101號、103號1樓,(02)22811181
113,011XO6,新北市私立向詮幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區永樂里23鄰永樂街38巷11號1~2樓,(02)22858109
113,011YED,新北市私立多比幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區恆德里21鄰重陽街50號、52號1樓,(02)28474929
113,011YA4,新北市私立艾寶貝幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區永樂里22鄰環堤大道172號,(02)22857586
113,011YCZ,新北市私立西雅圖幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區正義里3鄰光榮路96號1樓,(02)28479900
113,011XO7,新北市私立快樂佳園幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區水湳里15鄰民族路375號,(02)22831516
113,011XO4,新北市私立邦妮幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區延平里17鄰中華路85號1~2樓、83號2樓,(02)82820211
113,011YEX,新北市私立佳辰幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區玉清里14鄰民族路218號1~3樓,(02)22831417
113,011YAE,新北市私立佳佳安幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區仁愛里4鄰水湳街3號1~2樓,(02)28473960
113,011XOF,新北市私立佳佳安長榮幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區正義里17鄰長榮路369號1~3樓,(02)22822896
113,011XON,新北市私立佳思美幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區成功里8鄰永樂街31巷28號1樓,(02)82826613
113,011XOA,新北市私立來得幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區鷺江里3鄰民權路38巷5、7號1樓,(02)22812108
113,011K09,新北市私立長興幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區正義里2鄰中正路377號、377號2樓、377號3樓之1,(02)82852098
113,011K0J,新北市私立勁寶兒長樂幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區中原里28鄰光復路34號1~3樓及36號1~2樓,(02)22881029
113,011K0X,新北市私立泉慧幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區正義里12鄰長興路293號1樓,(02)22885153
113,011XOE,新北市私立美式夏綠蒂幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區永安里4鄰九芎街71巷1號1~2樓,(02)22884411
113,011XNS,新北市私立美敦幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區忠義里11鄰中原路21巷4號1樓,(02)22882099
113,014X9D,新北市私立美樂蒂幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區得勝里3鄰中央路103號1~2樓,(02)82823968
113,011YAH,新北市私立徐匯高級中學附設徐匯幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區溪墘里4鄰民生街1、3號1~2樓,(02)22828908
113,011YCN,新北市私立祐昇幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區樓厝里9鄰中興街177號1樓,(02)22853568
113,011YA3,新北市私立兜群育資優幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區永樂里5鄰永平街53、55號1樓,(02)22897228
113,011YAK,新北市私立國園幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區玉清里2鄰信義路222巷11號1樓,(02)28488082
113,011YD7,新北市私立康橋幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區仁德里18鄰鷺江街97號1樓及93號、95號、97號2樓,(02)28487692
113,011XOG,新北市私立翊華幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區信義里6鄰民族路167巷3號1~2樓,(02)28487265
113,011XOG-01,新北市私立翊華幼兒園民族分班,私立,新北市,蘆洲區,[247]新北市蘆洲區信義里6鄰民族路167巷3號3樓,(02)28487265
113,011XNN,新北市私立凱文幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區永德里6鄰長安街178號1~2樓,(02)22885201
113,011XNR,新北市私立博聖幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區永樂里27鄰永樂街80號2樓,(02)22889947
113,011YAJ,新北市私立普薪幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區忠孝里3鄰民義街70號、72號1樓,(02)28489156
113,011K1B,新北市私立集賢幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區玉清里6鄰集賢路292號1~3樓,(02)77301234
113,011YAL,新北市私立愛心園幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區長安里13鄰長安街193巷12、14號1樓,(02)22854116
113,011XOI,新北市私立愛麗斯幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區水湳里23鄰水湳街102號2樓、104號1~2樓,(02)82851199
113,011YAM,新北市私立新大智幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區樓厝里1鄰集賢路224巷10號1樓,(02)82823627
113,011XO2,新北市私立新冠鈞幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區成功里1鄰長安街242號、242號2樓之1、成功里2鄰長安街246巷2號1樓,(02)22885125
113,011Y84,新北市私立新蘆洲北大幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區鷺江里16鄰三民路86號之3,(02)22810602
113,011XNL,新北市私立榕榕園幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區恆德里20鄰重陽街15號1樓、夾層及17號1樓,(02)82860160
113,011Z53,新北市私立維多利亞幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區成功里7鄰長安街288號1~2樓,(02)28482181
113,011XNW,新北市私立綺莉絲幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區中原里25鄰長樂路1號、3號1樓,(02)28476150
113,011Z81,新北市私立劍橋幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區正義里4鄰長榮路700號1~2樓,(02)82858290
113,011YAN,新北市私立興華幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區延平里13鄰長安街73巷3號1~3樓,(02)22885696
113,011XO5,新北市私立環愛幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區成功里14鄰長安街375巷3號1~2樓,(02)28470618
113,011XNU,新北市私立璽悅幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區水湳里10鄰民義街77號1~3樓,(02)82826466
113,011YAO,新北市私立蘆幼幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區南港里10鄰永平街32巷57弄2號1樓、6號1樓,(02)2281-2233
113,011Z35,新北市私立蘆洲來來幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區水湳里8鄰民權路156號1~3樓,(02)22859282
113,011XOC,新北市私立蘆洲星辰幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區信義里20鄰民族路145號1樓、147號1樓,(02)22833543
113,011YD8,新北市私立馨園幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區正義里8鄰長樂路79號1樓,(02)22881480
113,014Y99,新北市蘆洲區仁愛國民小學附設幼兒園,公立,新北市,蘆洲區,[247]新北市蘆洲區水湳里15鄰民族路488號,(02)2283-8815#120
113,014Y98,新北市蘆洲區成功國民小學附設幼兒園,公立,新北市,蘆洲區,[247]新北市蘆洲區成功里27鄰長安街311號,(02)22858998#890
113,014Z07,新北市蘆洲區忠義國民小學附設幼兒園,公立,新北市,蘆洲區,[247]新北市蘆洲區正義里3鄰光榮路99號,(02)22899591#129
113,014Y55,新北市蘆洲區蘆洲國民小學附設幼兒園,公立,新北市,蘆洲區,[247]新北市蘆洲區保和里15鄰中正路100號,(02)22816202#108
113,014X62,新北市蘆洲區鷺江國民小學附設幼兒園,公立,新北市,蘆洲區,[247]新北市蘆洲區鷺江里16鄰民族路7號,(02)22819980#9805
113,011K17,新北市鷺江非營利幼兒園(委託財團法人彭婉如文教基金會辦理),私立,新北市,蘆洲區,[247]新北市蘆洲區正義里10鄰長樂路235號1樓,(02)82854336
113,011K14,寶寶潛能開發股份有限公司附設新北市私立奇異鳥蘆洲幼兒園,私立,新北市,蘆洲區,[247]新北市蘆洲區正義里2鄰中正路373號1~2樓,(02)82855656
113,014Y73,新北市立尖山國民中學附設幼兒園,公立,新北市,鶯歌區,[239]新北市鶯歌區尖山里16鄰國中街1號,(02)26771462
113,014Y72,新北市立鳳鳴國民中學附設幼兒園,公立,新北市,鶯歌區,[239]新北市鶯歌區鳳鳴里16鄰永和街33號,(02)26780609#232
113,014X9N,新北市立鶯歌幼兒園,公立,新北市,鶯歌區,[239]新北市鶯歌區中湖里7鄰大湖路336號,(02)26781259#18
113,014Y71,新北市立鶯歌國民中學附設幼兒園,公立,新北市,鶯歌區,[239]新北市鶯歌區同慶里13鄰尖山埔路108號,(02)26701461#701
113,011K0B,新北市私立山姆幼兒園,私立,新北市,鶯歌區,[239]新北市鶯歌區中鶯里8鄰仁愛路66號1~3樓(含地下1樓),(02)66375265
113,011YE1,新北市私立及仁幼兒園,私立,新北市,鶯歌區,[239]新北市鶯歌區鳳福里3鄰鳳吉一街172號1~3樓,(02)26799611
113,011YD6,新北市私立朱徠德幼兒園,私立,新北市,鶯歌區,[239]新北市鶯歌區鳳祥里7鄰鶯桃路301號1~2樓,(02)26799000
113,011XJJ,新北市私立宏修幼兒園,私立,新北市,鶯歌區,[239]新北市鶯歌區東鶯里3鄰文化路145巷10號1樓,(02)26776788
113,011XY8,新北市私立宏鶯幼兒園,私立,新北市,鶯歌區,[239]新北市鶯歌區永昌里10鄰鶯桃路95巷16、18號1~2樓,(02)26706022
113,011XJI,新北市私立育全鶯歌幼兒園,私立,新北市,鶯歌區,[239]新北市鶯歌區二橋里1鄰二甲路25號1~2樓,(02)86778181
113,011XY6,新北市私立長青幼兒園,私立,新北市,鶯歌區,[239]新北市鶯歌區永吉里16鄰鶯桃路188號,(02)26794011
113,011Z56,新北市私立康乃爾幼兒園,私立,新北市,鶯歌區,[239]新北市鶯歌區建國里16鄰育英街98-1號1樓,(02)26787999
113,011XYB,新北市私立愛迪生幼兒園,私立,新北市,鶯歌區,[239]新北市鶯歌區永昌里18鄰建國路556號1~3樓,(02)26704615
113,011K2A,新北市私立精英國際幼兒園,私立,新北市,鶯歌區,[239]新北市鶯歌區建國里1鄰中山路249巷30號1樓、32號1樓、36號1~2樓及36號露臺,(02)26793299
113,011XYD,新北市私立學詮幼兒園,私立,新北市,鶯歌區,[239]新北市鶯歌區永吉里1鄰德昌街131號1~2樓,(02)86771515
113,011Z74,新北市私立鶯歌芝麻村幼兒園,私立,新北市,鶯歌區,[239]新北市鶯歌區建國里25鄰國華路103、103-1、105、107及109號1樓,(02)86788181
113,011K1P,新北市昌福非營利幼兒園(委託中華民國文教產業發展暨補習服務品保協會辦理),私立,新北市,鶯歌區,[239]新北市鶯歌區永昌里4鄰永明街22號1樓,(02)26708189
113,014Y94,新北市鶯歌區二橋國民小學附設幼兒園,公立,新北市,鶯歌區,[239]新北市鶯歌區二橋里2鄰中正三路106號,(02)26792364#272
113,014Y56,新北市鶯歌區中湖國民小學附設幼兒園,公立,新北市,鶯歌區,[239]新北市鶯歌區中湖里9鄰中湖街25號,(02)86775640
113,014Y57,新北市鶯歌區永吉國民小學附設幼兒園,公立,新北市,鶯歌區,[239]新北市鶯歌區永吉里4鄰德昌二街2號,(02)26704177#601
113,014Y01,新北市鶯歌區建國國民小學附設幼兒園,公立,新北市,鶯歌區,[239]新北市鶯歌區建國里18鄰育英街2號,(02)26709228#160
113,014X88,新北市鶯歌區鳳鳴國民小學附設幼兒園,公立,新北市,鶯歌區,[239]新北市鶯歌區鳳鳴里18鄰永和街120號,(02)26797554#501
113,014X89,新北市鶯歌區鶯歌國民小學附設幼兒園,公立,新北市,鶯歌區,[239]新北市鶯歌區同慶里1鄰尖山埔路106號,(02)26792038#251
113,411X43,財團法人林迺翁文教基金會附設臺北市私立天鵝堡幼兒園,私立,臺北市,士林區,[111]臺北市士林區臨溪里8鄰至善路2段280之1號、280之1號2樓、280之1號3樓,(02)28411618
113,411X13,財團法人臺灣聖公會附設臺北市私立牧愛堂幼兒園,私立,臺北市,士林區,[111]臺北市士林區後港里16鄰中正路509號,(02)28823460
113,411X4F,臺北市三玉非營利幼兒園（委託社團法人台北市幼兒園協會辦理）,私立,臺北市,士林區,[111]臺北市士林區三玉里14鄰忠誠路二段53巷7號1~2樓,(02)88661016
113,413X02,臺北市士林區士東國民小學附設幼兒園,公立,臺北市,士林區,[111]臺北市士林區天祿里15鄰中山北路6段392號,(02)28710064#267
113,413X01,臺北市士林區士林國民小學附設幼兒園,公立,臺北市,士林區,[111]臺北市士林區福德里4鄰大東路165號,(02)28812231#254
113,413X16,臺北市士林區文昌國民小學附設幼兒園,公立,臺北市,士林區,[111]臺北市士林區德華里10鄰文林路615巷20號,(02)28365411#170
113,413X10,臺北市士林區平等國民小學附設幼兒園,公立,臺北市,士林區,[111]臺北市士林區平等里2鄰平菁街101號,(02)28610503#121
113,413X11,臺北市士林區百齡國民小學附設幼兒園,公立,臺北市,士林區,[111]臺北市士林區福中里7鄰福港街205號,(02)28817683#880
113,413X05,臺北市士林區社子國民小學附設幼兒園,公立,臺北市,士林區,[111]臺北市士林區永倫里1鄰延平北路六段308號,(02)28151320#10
113,413X17,臺北市士林區芝山國民小學附設幼兒園,公立,臺北市,士林區,[111]臺北市士林區芝山里22鄰德行東路285號,(02)28348111#10
113,413X14,臺北市士林區雨農國民小學附設幼兒園,公立,臺北市,士林區,[111]臺北市士林區名山里7鄰忠義街1號,(02)28329700#129
113,413X06,臺北市士林區雨聲國民小學附設幼兒園,公立,臺北市,士林區,[111]臺北市士林區岩山里5鄰至誠路一段62巷70號,(02)28311420#266
113,413X07,臺北市士林區富安國民小學附設幼兒園,公立,臺北市,士林區,[111]臺北市士林區富洲里5鄰延平北路八段135號,(02)28103192#125
113,413X04,臺北市士林區陽明山國民小學附設幼兒園,公立,臺北市,士林區,[111]臺北市士林區新安里5鄰仰德大道三段61號,(02)28616046#163
113,413X13,臺北市士林區葫蘆國民小學附設幼兒園,公立,臺北市,士林區,[111]臺北市士林區葫蘆里15鄰環河北路3段95號,(02)28129586#873
113,413X03,臺北市士林區福林國民小學附設幼兒園,公立,臺北市,士林區,[111]臺北市士林區福志里13鄰福志路75號,(02)28316293#206
113,413X08,臺北市士林區劍潭國民小學附設幼兒園,公立,臺北市,士林區,[111]臺北市士林區明勝里5鄰通河街16號,(02)28853564#111
113,413X12,臺北市士林區雙溪國民小學附設幼兒園,公立,臺北市,士林區,[111]臺北市士林區翠山里6鄰中社路二段66號,(02)28411038#21
113,413X18,臺北市士林區蘭雅國民小學附設幼兒園,公立,臺北市,士林區,[111]臺北市士林區蘭興里8鄰磺溪街57號,(02)28328086#10
113,411K03,臺北市天母非營利幼兒園（委託社團法人台北市幼兒園協會辦理）,私立,臺北市,士林區,[111]臺北市士林區天玉里3鄰天玉街12號,(02)28772327
