name,county,district,address,phone,elem,jhs
多加美語/MPM數學 南投分校,南投縣,南投市,南投縣南投市復興路101號4樓,049-222-5366,1,0
學風文理短期補習班,南投縣,草屯鎮,南投縣草屯鎮炎峰街127號,049-236-7060,1,0
鄒老師補習班,南投縣,埔里鎮,南投縣埔里鎮梅子路25-13號,049-290-2966,1,0
山姆叔叔,南投縣,名間鄉,南投縣名間鄉中正村南雅街131巷21號,049-2735373,1,0
私立集賢文理短期補習班,南投縣,集集鎮,南投縣集集鎮佛廟巷18.20號1-2樓,049-2760507,1,0
達程補習班,南投縣,水里鄉,南投縣水里鄉八德街255號,049-277-2130,1,1
諾爾堡托兒所,嘉義市,東區,嘉義市東區大雅路一段850號,05-275-9951,1,0
嘉義市私立格瑞特文理短期補習班,嘉義市,東區,嘉義市東區嘉北街66巷6號、10號,05-2753758,1,0
伯士鹿幼稚園,嘉義市,西區,嘉義市世賢路二段361號,05-2837700,1,0
川升文理短期補習班,嘉義市,西區,嘉義市東區永安街341號,05-2253230,1,1
道禾文理短期補習班,嘉義市,西區,嘉義市西區溫州一街27號,05-236-1706,1,0
MPM大同分校,嘉義市,西區,嘉義市西區成功街12號1-2樓,05-222-9639,1,0
超能分校,嘉義市,西區,嘉義市西區自由路211號,05-234-0059,1,0
全美文理補習班,嘉義縣,中埔鄉,嘉義縣中埔鄉中山路五段831號,05-239-6532,1,0
MPM水上分校,嘉義縣,水上鄉,嘉義縣水上鄉新進街28號,05-2603333,1,0
孟修補習班,嘉義縣,太保市,嘉義縣太保市祥和二路東段72號,0933-421162,1,1
承思安親班,嘉義縣,大林鎮,嘉義縣大林鎮東榮街27號,05-265-1950,1,0
私立貓頭鷹短期補習班大林分校,嘉義縣,大林鎮,嘉義縣大林鎮民權路70號,05-2653698,1,0
威利文理補習班,雲林縣,斗南鎮,雲林縣斗南鎮福德街70-1號,05-595-3848,1,1
小太陽文理補習班,雲林縣,斗南鎮,雲林縣斗南鎮順安街263號,05-596-6934,1,0
宗國文理補習班,雲林縣,虎尾鎮,雲林縣虎尾鎮北平路255號,05-633-0102,1,0
文鼎文理補習班,雲林縣,虎尾鎮,雲林縣虎尾鎮立仁街39號,05-636-4832,1,1
福瑞斯特文理補習班,雲林縣,虎尾鎮,雲林縣虎尾鎮北平路315號,05-636-0953,1,0
MPM凱西分校,雲林縣,虎尾鎮,雲林縣虎尾鎮民主路14-12號,05-632-2225,1,0
上島教室,雲林縣,土庫鎮,雲林縣土庫鎮仁和街11號,05-662-4287,1,0
資優生文理補習班,雲林縣,土庫鎮,雲林縣土庫鎮中興路178號,05-662-7228,1,1
成峰文理補習班,雲林縣,土庫鎮,雲林縣土庫鎮馬光路183-23號,05-665-5100,1,1
台西喬登美語,雲林縣,台西鄉,雲林縣台西鄉民權路66號,05-698-0062,1,0
格德文理學苑,雲林縣,崙背鄉,雲林縣崙背鄉三民街29號,05-696-9919,1,1
必勝MPM補習班,雲林縣,麥寮鄉,雲林縣麥寮鄉橋頭仁德路236巷100號,05-691-6870,1,1
三冠文理補習班,雲林縣,麥寮鄉,雲林縣麥寮鄉華興路27號,05-693-9638,1,1
招文文理補習班,雲林縣,斗六市,雲林縣斗六市田單街38號,05-537-4225,1,1
博士林文理補習班,雲林縣,斗六市,雲林縣斗六市南仁路3號,05-557-3160,1,0
晉士文理補習班,雲林縣,斗六市,雲林縣斗六市宏德街49號,05-532-9628,1,1
愛迪亞分校,雲林縣,斗六市,雲林縣斗六市內環路448號,05-537-0150,1,0
林老師文理補習班,雲林縣,古坑鄉,雲林縣古坑鄉永昌村文昌路174號,05-582-6472,1,0
大鳥文理補習班,雲林縣,西螺鎮,雲林縣西螺鎮西興南路95號,05-588-1678,1,0
MPM北港分校,雲林縣,北港鎮,雲林縣北港鎮文明路5號,05-7820426,1,0
領先分校,台南市,中西區,台南市中西區南寧街35號,06-213-7722,1,0
府前分校,台南市,中西區,台南市中西區府前路一段132號,06-220-3788,1,0
永福分校,台南市,中西區,台南市中西區永福路二段105號1-2,06-223-7700,1,0
崇學分校,台南市,東區,台南市東區崇善路227號,0911623875,1,0
復興分校,台南市,東區,台南市東區裕平路5號,06-331-2469,1,1
裕文分校,台南市,東區,台南市東區裕信路169號,06-331-2858,1,1
東平分校,台南市,東區,台南市東區東平路267號,06-200-8081,1,1
金華分校,台南市,南區,台南市南區金華路一段122號,06-263-6029,1,0
腦力開發分校,台南市,北區,台南市北區大興街583號,06-358-6883,1,0
旗艦分校,台南市,北區,台南市北區海安路三段728號,06-282-8521,1,1
小北分校,台南市,北區,台南市北區西門路四段507巷1號,06-251-7059,1,0
開元哈波特分校,台南市,北區,台南市北區開元路71巷26號,06-208-5390,1,0
弘特立分校,台南市,安平區,台南市安平區中華西路二段1巷32號,06-299-7921,1,0
安平分校,台南市,安平區,台南市安平區永華三街270號,06-299-5772,1,1
多元分校,台南市,安南區,台南市安南區府安路五段150號,06-259-4419,1,0
海東分校,台南市,安南區,台南市安南區安中路3段306號,06-247-0003,1,0
安順分校,台南市,安南區,台南市安南區安和路三段125號1-2樓,06-356-8816,1,0
九份子分校,台南市,安南區,台南市安南區宜居三路68號1-2樓,06-358-9057,1,0
明日世界分校,台南市,永康區,台南市永康區永中街26號,06-202-4543,1,1
中山分校,台南市,永康區,台南市永康區中山路231號,06-202-6911,1,1
常青分校,台南市,永康區,台南市永康區忠孝路410巷8號,06-201-5616,1,0
東橋史丹佛分校,台南市,永康區,台南市永康區東橋一路26號2樓,06-302-6501,1,0
美士堡分校,台南市,新化區,台南市新化區復興路187巷9號,06-580-2099,1,0
迪升分校,台南市,仁德區,台南市仁德區仁中六街102號,06-270-6531,1,1
麻豆分校,台南市,麻豆區,台南市麻豆區和平路13-14號,06-572-6562,1,1
聖祐分校,台南市,麻豆區,台南市麻豆區民生路12-3號,06-571-4166,1,1
衛斯理分校,台南市,佳里區,台南市佳里區光華街149號,06-723-7215,1,1
大智文理補習班,台南市,佳里區,台南市佳里區延平路205號1樓,06-721-6078,1,0
民治分校,台南市,新營區,台南市新營區民治路135號,06-656-1271,1,1
新進分校,台南市,新營區,台南市新營區中正路53-3號,06-637-7930,1,1
鹽水分校,台南市,鹽水區,台南市鹽水區蔦松路92號,0936-497-846,1,0
善化分校,台南市,善化區,台南市善化區永安路59號1-2樓,06-581-2069,1,0
蓮潭分校,台南市,善化區,台南市善化區陽光三路68號,06-585-6312,1,0
精英分校,台南市,新市區,台南市新市區信義街19-3號,06-599-4097,1,0
良師益友分校,台南市,安定區,台南市安定區蘇厝村482之17號,06-592-0147,1,0
七賢分校,高雄市,新興區,高雄市新興區七賢一路398-1號2樓,07-236-6265,1,0
學顥文化分校,高雄市,苓雅區,高雄市苓雅區福建街203號,07-537-1073,1,1
苓洲分校,高雄市,苓雅區,高雄市苓雅區興中二路69號3樓,07-535-1007,1,0
方舟分校,高雄市,苓雅區,高雄市苓雅區廣西路42號,07-716-5203,1,0
貝斯特分校,高雄市,苓雅區,高雄市苓雅區尚志街9號,07-222-8386,1,0
龍華分校,高雄市,鼓山區,高雄市鼓山區大順一路805號1-3樓,07-552-2219,1,0
高屏教育中心,高雄市,前鎮區,高雄市前鎮區三多三路155號11樓之5,07-331-5750,1,1
學群分校,高雄市,前鎮區,高雄市前鎮區民權二路469之1號,07-331-3555,1,1
東光分校,高雄市,三民區,高雄市三民區黃興路141號,07-380-3289,1,1
獅湖分校,高雄市,三民區,高雄市三民區鼎金後路520號,07-310-7233,1,1
陽明分校,高雄市,三民區,高雄市三民區義德路107號,07-390-7958,1,0
愷興分校,高雄市,三民區,高雄市三民區大豐二路157號1-4樓,07-380-1887,1,0
學優分校,高雄市,楠梓區,高雄市楠梓區宏毅三路一巷1號,07-362-2963,1,1
禾立分校,高雄市,楠梓區,高雄市楠梓區德民路1010之2號1-5樓,07-363-9449,1,0
加昌分校,高雄市,楠梓區,高雄市楠梓區加宏路11號,07-364-6999,1,0
創新分校,高雄市,小港區,高雄市小港區崇明街86號,07-813-6797,1,0
龔老師分校,高雄市,左營區,高雄市左營區重化街106-2號,07-345-6715,1,1
新光分校,高雄市,左營區,高雄市左營區重上街229號,07-341-4188,1,0
福山榮總分校,高雄市,左營區,高雄市左營區民族一路951號,07-350-4070,1,0
集英堂分校,高雄市,仁武區,高雄市仁武區仁和街101號,07-371-5380,1,0
八卦分校,高雄市,仁武區,高雄市仁武區德新街21號1-2樓,07-373-7000,1,0
登發分校,高雄市,仁武區,高雄市仁武區澄仁路224號1-2樓,07-372-1676,1,0
大社分校,高雄市,大社區,高雄市大社區大順街25號,07-353-7514,1,1
岡山分校,高雄市,岡山區,高雄市岡山區仁義路20號,07-629-6266,1,0
柏克萊分校,高雄市,岡山區,高雄市岡山區大德一路29號,07-621-6956,1,1
竹圍分校,高雄市,岡山區,高雄市岡山區竹圍東街89-11號,07-623-2486,1,0
幼一分校,高雄市,岡山區,高雄市岡山區通校路160巷6號,07-625-5139,1,0
橋森分校,高雄市,燕巢區,高雄市燕巢區中民路347號,07-616-9499,1,0
喬智分校,高雄市,橋頭區,高雄市橋頭區仕豐路六合巷37弄29號,07-612-5200,1,0
勝馨分校,高雄市,湖內區,高雄市湖內區保生路142號,07-699-6641,1,1
威斯頓分校,高雄市,鳳山區,高雄市鳳山區瑞興路86號,07-710-2720,1,0
童心兒分校,高雄市,鳳山區,高雄市鳳山區林森路7號,07-811-0630,1,0
文華分校,高雄市,鳳山區,高雄市鳳山區文化西路55號,07-780-3758,1,0
博聖分校,高雄市,鳳山區,高雄市鳳山區新強路37號,07-765-8386,1,0
大東分校,高雄市,鳳山區,高雄市鳳山區大東一路29號,07-710-5051,1,0
大自然分校,高雄市,鳥松區,高雄市鳥松區華美里美山路254巷35-1號,07-733-1034,1,0
博承分校,高雄市,美濃區,高雄市美濃區美興街87號,07-681-8855,1,0
龍華分校,屏東縣,屏東市,屏東縣屏東市公成路53號,08-755-3594,1,0
兒愛祥分校,屏東縣,屏東市,屏東縣屏東市武愛街71巷6號,08-753-4757,1,1
學正分校,屏東縣,屏東市,屏東縣屏東市建豐路84巷8號,08-737-7758,1,0
信義分校,屏東縣,屏東市,屏東縣屏東市華正路240號,08-738-0404,1,1
高分分校,屏東縣,屏東市,屏東縣屏東市和平路490號6樓,08-732-7001,1,1
弘育分校,屏東縣,高樹鄉,屏東縣高樹鄉雙興路86號,08-796-2130,1,1
豐田分校,屏東縣,內埔鄉,屏東縣內埔鄉豐田村地利路24號,08-769-3311,1,1
諾貝爾分校,屏東縣,內埔鄉,屏東縣內埔鄉德修路315號,08-778-8888,1,0
立育分校,屏東縣,萬丹鄉,屏東縣萬丹鄉大發路320巷35號,08-777-3435,1,0
社皮分校,屏東縣,萬丹鄉,屏東縣萬丹鄉社皮路二段487號,08-707-2803,1,0
普拉斯分校,屏東縣,潮州鎮,屏東縣潮州鎮永康街60號,08-780-1456,1,0
優培仕分校,屏東縣,東港鎮,屏東縣東港鎮延平路229號,08-833-2174,1,0
三朋分校,屏東縣,東港鎮,屏東縣東港鎮朝陽街64-47號,08-833-3929,1,0
長頸鹿分校,台東縣,台東市,台東市更生路576之1號,089-338-380,1,0
向日葵分校,台東縣,台東市,台東縣台東市開封街280號,089-310-821,1,0
小哈波分校,台東縣,台東市,台東縣台東市更生路437巷31號,089-360-101,1,0
友友分校,台東縣,台東市,台東縣台東市漢中街87號,089-335-290,1,1
私立佳姿托兒所,花蓮縣,花蓮市,花蓮縣花蓮市花蓮市三民街82-6號,03-8331212,1,0
北埔學區 吉甫快樂天地,花蓮縣,花蓮市,花蓮縣新城鄉光復路241號1樓,03-826-2351,1,1
北昌明廉學區 育成補習班,花蓮縣,花蓮市,花蓮縣花蓮市莊敬路156號,03-856-5892,1,0
夢想家文理短期補習班,花蓮縣,花蓮市,花蓮縣花蓮市中美路86號,0910-469003,1,0
夢想家民權教室,花蓮縣,花蓮市,花蓮縣花蓮市民權九街8之2號1樓,0910-469003,1,0
夢想家蒔荐教室,花蓮縣,花蓮市,花蓮縣花蓮市中美路81號1-2樓,0910469003,1,0
真善美才藝教室,花蓮縣,玉里鎮,花蓮縣玉里鎮大同路53號,03-888-2429,1,0
